Name,Type,min_power,max_power,min_frequency,max_frequency,Link
Автоакустика DL Audio Barracuda 200,среднечастотная АС,70 Вт,None,85 Гц,11 000 Гц,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Barracuda_200-4637102.html
Автоакустика Pioneer TS-A300S4,сабвуфер,500 Вт,1 500 Вт,None,None,https://auto.1k.by/digital-caracoustics/pioneer/Pioneer_TS_A300S4-3464155.html
Автоакустика УРАЛ Patriot 8,сабвуфер,750 Вт,1 500 Вт,None,None,https://auto.1k.by/digital-caracoustics/ural/YRAL_Patriot_8-3928809.html
Автоакустика Урал ТТ 12,сабвуфер,500 Вт,1 100 Вт,None,None,https://auto.1k.by/digital-caracoustics/ural/Yral_TT_12-4510984.html
Автоакустика SoundMAX SM-CSE693,коаксиальная АС,110 Вт,220 Вт,45 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/soundmax/SoundMAX_SM_CSE693-205440.html
Автоакустика Урал Symphony 12,сабвуфер,600 Вт,1 200 Вт,None,None,https://auto.1k.by/digital-caracoustics/ural/Yral_Symphony_12-3092357.html
Автоакустика Prology PS-165,коаксиальная АС,100 Вт,180 Вт,60 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/prology/Prology_PS_165-5061281.html
Автоакустика Pioneer TS-WX306T,сабвуфер,350 Вт,1 300 Вт,20 Гц,125 Гц,https://auto.1k.by/digital-caracoustics/pioneer/Pioneer_TS_WX306T-2919969.html
Автоакустика KENWOOD KFC-PS6996,коаксиальная АС,150 Вт,650 Вт,58 Гц,22 000 Гц,https://auto.1k.by/digital-caracoustics/kenwood/KENWOOD_KFC_PS6996-3532437.html
Автоакустика Alphard Machete MLH-80,среднечастотная АС,75 Вт,150 Вт,75 Гц,12 500 Гц,https://auto.1k.by/digital-caracoustics/alphard/Alphard_Machete_MLH_80-4809396.html
Автоакустика Урал ПАТРИОТ ЭЛЕМЕНТ АС-ПТ165,среднечастотная АС,170 Вт,300 Вт,112 Гц,12 500 Гц,https://auto.1k.by/digital-caracoustics/ural/Yral_PATRIOT_ELEMENT_AS_PT165-4062539.html
Автоакустика Infinity Primus 603F,компонентная АС,50 Вт,150 Вт,55 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/infinity/Infinity_Primus_603F-5061283.html
Автоакустика Prology RX-692 Kraken,коаксиальная АС,120 Вт,230 Вт,40 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/prology/Prology_RX_692_Kraken-5136816.html
Автоакустика DL Audio Piranha 6.5A,сабвуфер,400 Вт,None,30 Гц,200 Гц,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Piranha_65A-5013945.html
Автоакустика KENWOOD KFC-PS6976,коаксиальная АС,130 Вт,550 Вт,63 Гц,22 000 Гц,https://auto.1k.by/digital-caracoustics/kenwood/KENWOOD_KFC_PS6976-3532433.html
Автоакустика Alphard Machete LW-80A4,мидбас,100 Вт,200 Вт,29 Гц,4 000 Гц,https://auto.1k.by/digital-caracoustics/alphard/Alphard_Machete_LW_80A4-4226599.html
Автоакустика DL Audio Phoenix Black Bass 8,сабвуфер,500 Вт,None,None,None,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Phoenix_Black_Bass_8-4669673.html
Автоакустика Aura Indigo-CL6X,коаксиальная АС,51 Вт,101 Вт,50 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/aura/Aura_Indigo_CL6X-4939734.html
Автоакустика Pioneer TS-W312S4,сабвуфер,500 Вт,1 600 Вт,20 Гц,1 600 Гц,https://auto.1k.by/digital-caracoustics/pioneer/Pioneer_TS_W312S4-5082314.html
Автоакустика Kicx STQ 6.2,компонентная АС,70 Вт,140 Вт,60 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/kicx/Kicx_STQ_62-199205.html
Автоакустика Black Hydra Gamma-12,сабвуфер,400 Вт,800 Вт,None,None,https://auto.1k.by/digital-caracoustics/blackhydra/Black_Hydra_Gamma_12-5044997.html
Автоакустика Mystery MJ 520,коаксиальная АС,40 Вт,140 Вт,70 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/mystery/Mystery_MJ_520-170865.html
Автоакустика Challenger SD-250FA,сабвуфер,200 Вт,400 Вт,None,None,https://auto.1k.by/digital-caracoustics/challenger/Challenger_SD_250FA-3133983.html
Автоакустика AURA Fireball-522,коаксиальная АС,61 Вт,121 Вт,75 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/aura/AURA_Fireball_522-4475444.html
Автоакустика Alphard Machete MFH-80,широкополосная АС,75 Вт,150 Вт,70 Гц,16 000 Гц,https://auto.1k.by/digital-caracoustics/alphard/Alphard_Machete_MFH_80-4855502.html
Автоакустика DL Audio Barracuda 10A v.2,сабвуфер,750 Вт,None,23 Гц,240 Гц,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Barracuda_10A_v2-5044998.html
Автоакустика ACV PB-803,коаксиальная АС,150 Вт,450 Вт,40 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/acv/ACV_PB_803-4050493.html
Автоакустика Урал АС-У12А Двойной,сабвуфер,600 Вт,1 900 Вт,20 Гц,500 Гц,https://auto.1k.by/digital-caracoustics/ural/Yral_AS_Y12A_Dvoiinoii-4703758.html
Автоакустика ACV Craft FS12A,сабвуфер,350 Вт,2 000 Вт,30 Гц,500 Гц,https://auto.1k.by/digital-caracoustics/acv/ACV_Craft_FS12A-5052578.html
Автоакустика Avatar XBR-613U,коаксиальная АС,50 Вт,100 Вт,60 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/avatar/Avatar_XBR_613U-4734451.html
Автоакустика Alphard Machete ML-10A,сабвуфер,250 Вт,1 000 Вт,25 Гц,280 Гц,https://auto.1k.by/digital-caracoustics/alphard/Alphard_Machete_ML_10A-4866485.html
Автоакустика Black Hydra Gamma 625C,компонентная АС,65 Вт,135 Вт,50 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/blackhydra/Black_Hydra_Gamma_625C-5044988.html
Автоакустика Aura Indigo-CL5X,коаксиальная АС,41 Вт,81 Вт,55 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/aura/Aura_Indigo_CL5X-5052576.html
Автоакустика DL Audio Anaconda 165 Comp,компонентная АС,80 Вт,None,58 Гц,22 000 Гц,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Anaconda_165_Comp-4952601.html
Автоакустика DL Audio Raven 200 v2,среднечастотная АС,125 Вт,None,80 Гц,11 000 Гц,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Raven_200_v2-5034405.html
Автоакустика Alphard Apocalypse AP-M60SQL,среднечастотная АС,150 Вт,300 Вт,100 Гц,13 000 Гц,https://auto.1k.by/digital-caracoustics/alphard/Alphard_Apocalypse_AP_M60SQL-4226603.html
Автоакустика AURA Fireball-422,коаксиальная АС,51 Вт,101 Вт,90 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/aura/AURA_Fireball_422-4475438.html
Автоакустика Alphard Machete MFH-60,широкополосная АС,50 Вт,100 Вт,80 Гц,18 000 Гц,https://auto.1k.by/digital-caracoustics/alphard/Alphard_Machete_MFH_60-4855501.html
Автоакустика Digma DCA-S502,коаксиальная АС,100 Вт,200 Вт,80 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/digma/Digma_DCA_S502-3654169.html
Автоакустика JBL Club 602C,компонентная АС,70 Вт,210 Вт,55 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/jbl/JBL_Club_602C-4151571.html
Автоакустика Prology CX-693,коаксиальная АС,90 Вт,200 Вт,50 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/prology/Prology_CX_693-5061280.html
Автоакустика Alphard Machete MM-80L,среднечастотная АС,100 Вт,200 Вт,80 Гц,11 000 Гц,https://auto.1k.by/digital-caracoustics/alphard/Alphard_Machete_MM_80L-4855505.html
Автоакустика Mystery MBB-306A,сабвуфер,250 Вт,550 Вт,25 Гц,200 Гц,https://auto.1k.by/digital-caracoustics/mystery/Mystery_MBB_306A-922981.html
Автоакустика УРАЛ AS-M250 Molot,широкополосная АС,150 Вт,300 Вт,55 Гц,10 000 Гц,https://auto.1k.by/digital-caracoustics/ural/YRAL_AS_M250_Molot-3928805.html
Автоакустика JVC CS-DR695HP,коаксиальная АС,100 Вт,800 Вт,49 Гц,19 000 Гц,https://auto.1k.by/digital-caracoustics/jvc/JVC_CS_DR695HP-4736599.html
Автоакустика Prology Kraken Bass Box-10,сабвуфер,120 Вт,240 Вт,20 Гц,150 Гц,https://auto.1k.by/digital-caracoustics/prology/Prology_Kraken_Bass_Box_10-4897322.html
Автоакустика Digma DCA-T402,коаксиальная АС,90 Вт,180 Вт,80 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/digma/Digma_DCA_T402-3725215.html
Автоакустика ACV NF-165HY,среднечастотная АС,150 Вт,300 Вт,200 Гц,8 000 Гц,https://auto.1k.by/digital-caracoustics/acv/ACV_NF_165HY-4421964.html
Автоакустика DL Audio Barracuda 57,среднечастотная АС,60 Вт,None,90 Гц,13 000 Гц,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Barracuda_57-4643216.html
Автоакустика Урал ПАТРИОТ АС-ПТ25,твитер,50 Вт,None,4 000 Гц,22 000 Гц,https://auto.1k.by/digital-caracoustics/ural/Yral_PATRIOT_AS_PT25-5050415.html
Автоакустика KENWOOD KFC-S1356,коаксиальная АС,30 Вт,260 Вт,45 Гц,18 000 Гц,https://auto.1k.by/digital-caracoustics/kenwood/KENWOOD_KFC_S1356-3161685.html
Автоакустика Pioneer TS-A6968S,коаксиальная АС,90 Вт,450 Вт,29 Гц,28 000 Гц,https://auto.1k.by/digital-caracoustics/pioneer/Pioneer_TS_A6968S-4965303.html
Автоакустика Calcell CB-694,коаксиальная АС,100 Вт,320 Вт,65 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/calcell/Calcell_CB_694-565121.html
Автоакустика УРАЛ AS-C6947,коаксиальная АС,200 Вт,None,52 Гц,22 000 Гц,https://auto.1k.by/digital-caracoustics/ural/YRAL_AS_C6947-1229611.html
Автоакустика Prology PS-6,компонентная АС,120 Вт,250 Вт,60 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/prology/Prology_PS_6-5077105.html
Автоакустика Kicx LL80 (4 Ohm),среднечастотная АС,150 Вт,300 Вт,120 Гц,16 500 Гц,https://auto.1k.by/digital-caracoustics/kicx/Kicx_LL80_4_Ohm-3380441.html
Автоакустика DL Audio Raven 165 V.2,среднечастотная АС,110 Вт,None,110 Гц,12 000 Гц,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Raven_165_V2-4948858.html
Автоакустика ACV Craft FS10A,сабвуфер,300 Вт,1 800 Вт,35 Гц,500 Гц,https://auto.1k.by/digital-caracoustics/acv/ACV_Craft_FS10A-5034689.html
Автоакустика Pioneer TS-W312D4,сабвуфер,500 Вт,1 600 Вт,20 Гц,1 600 Гц,https://auto.1k.by/digital-caracoustics/pioneer/Pioneer_TS_W312D4-5082313.html
Автоакустика Pioneer TS-R1651S-2,коаксиальная АС,40 Вт,300 Вт,30 Гц,18 000 Гц,https://auto.1k.by/digital-caracoustics/pioneer/Pioneer_TS_R1651S_2-4741949.html
Автоакустика DL Audio Piranha 12 Double Port V.2,сабвуфер,250 Вт,None,20 Гц,230 Гц,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Piranha_12_Double_Port_V2-4956450.html
Автоакустика Pioneer TS-651C,компонентная АС,90 Вт,390 Вт,30 Гц,30 000 Гц,https://auto.1k.by/digital-caracoustics/pioneer/Pioneer_TS_651C-4547050.html
Автоакустика Mystery MJ 103BX,корпусная АС,35 Вт,90 Вт,100 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/mystery/Mystery_MJ_103BX-173645.html
Автоакустика Prology RX-10 Kraken,сабвуфер,200 Вт,400 Вт,40 Гц,2 000 Гц,https://auto.1k.by/digital-caracoustics/prology/Prology_RX_10_Kraken-5118220.html
Автоакустика Mystery MJ 650,компонентная АС,70 Вт,200 Вт,55 Гц,21 000 Гц,https://auto.1k.by/digital-caracoustics/mystery/Mystery_MJ_650-172910.html
Автоакустика Урал ТТ 130.2,мидбас,90 Вт,None,130 Гц,12 000 Гц,https://auto.1k.by/digital-caracoustics/ural/Yral_TT_1302-4855517.html
Автоакустика Mystery MJ 105BX,корпусная АС,45 Вт,120 Вт,90 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/mystery/Mystery_MJ_105BX-228523.html
Автоакустика Mystery MBB-258A,сабвуфер,140 Вт,280 Вт,20 Гц,200 Гц,https://auto.1k.by/digital-caracoustics/mystery/Mystery_MBB_258A-4547097.html
Автоакустика Mystery MBV-251A,сабвуфер,150 Вт,None,28 Гц,800 Гц,https://auto.1k.by/digital-caracoustics/mystery/Mystery_MBV_251A-171212.html
Автоакустика Mystery MBS-312A,сабвуфер,250 Вт,600 Вт,25 Гц,200 Гц,https://auto.1k.by/digital-caracoustics/mystery/Mystery_MBS_312A-922979.html
Автоакустика AMP MASS 6.5,компонентная АС,50 Вт,100 Вт,50 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/amp/AMP_MASS_65-4564720.html
Автоакустика Sony XS-FB161E,широкополосная АС,40 Вт,260 Вт,45 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/sony/Sony_XS_FB161E-4693066.html
Автоакустика DL Audio Piranha 15A Black V.2,сабвуфер,1 000 Вт,None,20 Гц,230 Гц,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Piranha_15A_Black_V2-5118225.html
Автоакустика Pioneer TS-G1020F,коаксиальная АС,30 Вт,210 Вт,35 Гц,27 000 Гц,https://auto.1k.by/digital-caracoustics/pioneer/Pioneer_TS_G1020F-3058929.html
Автоакустика Урал ТТ 130 Драйв,мидбас,90 Вт,None,120 Гц,12 000 Гц,https://auto.1k.by/digital-caracoustics/ural/Yral_TT_130_Draiiv-4695667.html
Автоакустика Best Balance F6.5C,компонентная АС,50 Вт,180 Вт,40 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/bestbalance/Best_Balance_F65C-4724480.html
Автоакустика Prology CX-65CS,компонентная АС,180 Вт,None,80 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/prology/Prology_CX_65CS-4739189.html
Автоакустика Pioneer TS-G160C-2,компонентная АС,45 Вт,300 Вт,42 Гц,26 000 Гц,https://auto.1k.by/digital-caracoustics/pioneer/Pioneer_TS_G160C_2-5082318.html
Автоакустика Mystery MBB-252A,сабвуфер,150 Вт,None,28 Гц,1 000 Гц,https://auto.1k.by/digital-caracoustics/mystery/Mystery_MBB_252A-171050.html
Автоакустика Урал BULAVA 12 V.2,сабвуфер,900 Вт,1 800 Вт,None,None,https://auto.1k.by/digital-caracoustics/ural/Yral_BULAVA_12_V2-4052103.html
Автоакустика Ground Zero GZIC 16X,компонентная АС,100 Вт,150 Вт,50 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/groundzero/Ground_Zero_GZIC_16X-2488279.html
Автоакустика JBL Stage2 624,коаксиальная АС,40 Вт,240 Вт,55 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/jbl/JBL_Stage2_624-4050505.html
Автоакустика SWAT SP-B5.2,компонентная АС,50 Вт,220 Вт,40 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/swat/SWAT_SP_B52-4210513.html
Автоакустика Kicx LL12,сабвуфер,600 Вт,1 200 Вт,None,None,https://auto.1k.by/digital-caracoustics/kicx/Kicx_LL12-4301057.html
Автоакустика Kicx ST-165,коаксиальная АС,70 Вт,140 Вт,70 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/kicx/Kicx_ST_165-4337539.html
Автоакустика EDGE EDBPRO6 LITE,среднечастотная АС,130 Вт,260 Вт,70 Гц,10 000 Гц,https://auto.1k.by/digital-caracoustics/edge/EDGE_EDBPRO6_LITE-4433242.html
Автоакустика Урал АС-М100 Молот,широкополосная АС,55 Вт,110 Вт,107 Гц,18 000 Гц,https://auto.1k.by/digital-caracoustics/ural/Yral_AS_M100_Molot-4476658.html
Автоакустика SWAT MAS-12 v.2,сабвуфер,300 Вт,None,None,None,https://auto.1k.by/digital-caracoustics/swat/SWAT_MAS_12_v2-4547069.html
Автоакустика Урал Молния АС-МЛ165,широкополосная АС,90 Вт,180 Вт,75 Гц,15 000 Гц,https://auto.1k.by/digital-caracoustics/ural/Yral_Molniya_AS_ML165-4641592.html
Автоакустика Ground Zero GZIC 165.2,компонентная АС,100 Вт,150 Вт,50 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/groundzero/Ground_Zero_GZIC_1652-4666610.html
Автоакустика Ground Zero GZIF 6.5,коаксиальная АС,80 Вт,120 Вт,50 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/groundzero/Ground_Zero_GZIF_65-4694480.html
Автоакустика Aura VENOM-CL6C,компонентная АС,71 Вт,121 Вт,40 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/aura/Aura_VENOM_CL6C-4817520.html
Автоакустика Урал ТТ 165.2,мидбас,110 Вт,220 Вт,110 Гц,12 000 Гц,https://auto.1k.by/digital-caracoustics/ural/Yral_TT_1652-4855518.html
Автоакустика DL Audio Piranha 12A SE 2.1,сабвуфер,600 Вт,None,25 Гц,200 Гц,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Piranha_12A_SE_21-5004080.html
Автоакустика Урал АС-Б1347,компонентная АС,120 Вт,None,68 Гц,22 000 Гц,https://auto.1k.by/digital-caracoustics/ural/Yral_AS_B1347-5034395.html
Автоакустика DL Audio Gryphon Pro 200 Neo,среднечастотная АС,100 Вт,None,70 Гц,12 000 Гц,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Gryphon_Pro_200_Neo-5034690.html
